ID quận huyện,ID tỉnh thành,Đơn vị,Tên Quận huyện,Tên đầy đủ,,,,,
,,,,,35,22,Quận,Hai Bà Trưng,"Quận Hai Bà Trưng, Hà Nội"
,,,,,36,22,Huyện,Hoài Đức,"Huyện Hoài Đức, Hà Nội"
,,,,,37,22,Quận,Hoàn Kiếm,"Quận Hoàn Kiếm, Hà Nội"
,,,,,38,22,Quận,Hoàng Mai,"Quận Hoàng Mai, Hà Nội"
,,,,,39,22,Quận,Long Biên,"Quận Long Biên, Hà Nội"
,,,,,40,22,Huyện,Mê Linh,"Huyện Mê Linh, Hà Nội"
,,,,,41,22,Huyện,Mỹ Đức,"Huyện Mỹ Đức, Hà Nội"
,,,,,42,22,Quận,Nam Từ Liêm,"Quận Nam Từ Liêm, Hà Nội"
,,,,,43,22,Huyện,Phú Xuyên,"Huyện Phú Xuyên, Hà Nội"
,,,,,44,22,Huyện,Phúc Thọ,"Huyện Phúc Thọ, Hà Nội"
,,,,,45,22,Huyện,Quốc Oai,"Huyện Quốc Oai, Hà Nội"
,,,,,46,22,Huyện,Sóc Sơn,"Huyện Sóc Sơn, Hà Nội"
,,,,,47,22,Thị xã,Sơn Tây,"Thị xã Sơn Tây, Hà Nội"
,,,,,48,22,Quận,Tây Hồ,"Quận Tây Hồ, Hà Nội"
,,,,,49,22,Huyện,Thạch Thất,"Huyện Thạch Thất, Hà Nội"
,,,,,50,22,Huyện,Thanh Oai,"Huyện Thanh Oai, Hà Nội"
,,,,,51,22,Huyện,Thanh Trì,"Huyện Thanh Trì, Hà Nội"
,,,,,52,22,Quận,Thanh Xuân,"Quận Thanh Xuân, Hà Nội"
,,,,,53,22,Huyện,Thường Tín,"Huyện Thường Tín, Hà Nội"
,,,,,54,22,Huyện,Ứng Hòa,"Huyện Ứng Hòa, Hà Nội"
,,,,,55,15,Quận,Cẩm Lệ,"Quận Cẩm Lệ, Đà Nẵng"
,,,,,56,15,Quận,Hải Châu,"Quận Hải Châu, Đà Nẵng"
,,,,,57,15,Huyện,Hòa Vang,"Huyện Hòa Vang, Đà Nẵng"
,,,,,58,15,Huyện,Hoàng Sa,"Huyện Hoàng Sa, Đà Nẵng"
,,,,,59,15,Quận,Liên Chiểu,"Quận Liên Chiểu, Đà Nẵng"
,,,,,60,15,Quận,Ngũ Hành Sơn,"Quận Ngũ Hành Sơn, Đà Nẵng"
,,,,,61,15,Quận,Sơn Trà,"Quận Sơn Trà, Đà Nẵng"
,,,,,62,15,Quận,Thanh Khê,"Quận Thanh Khê, Đà Nẵng"
,,,,,63,73,Huyện,Bàu Bàng,"Huyện Bàu Bàng, Bình Dương"
,,,,,64,73,Thị xã,Bến Cát,"Thị xã Bến Cát, Bình Dương"
,,,,,65,73,Huyện,Dầu Tiếng,"Huyện Dầu Tiếng, Bình Dương"
,,,,,66,73,Thành phố,Thành phố Dĩ An,"Thành phố Dĩ An, Bình Dương"
,,,,,67,73,Huyện,Phú Giáo,"Huyện Phú Giáo, Bình Dương"
,,,,,68,73,Thị xã,Tân Uyên,"Thị xã Tân Uyên, Bình Dương"
,,,,,69,73,Thành phố,Thủ Dầu Một,"Thành phố Thủ Dầu Một, Bình Dương"
,,,,,70,73,Thành phố,Thành phố Thuận An,"Thành phố Thuận An, Bình Dương"
,,,,,71,17,Thành phố,Biên Hòa,"Thành phố Biên Hòa, Đồng Nai"
,,,,,72,17,Huyện,Cẩm Mỹ,"Huyện Cẩm Mỹ, Đồng Nai"
,,,,,73,17,Huyện,Định Quán,"Huyện Định Quán, Đồng Nai"
,,,,,74,17,Thành phố,Thành phố Long Khánh,"Thành phố Long Khánh, Đồng Nai"
,,,,,75,17,Huyện,Long Thành,"Huyện Long Thành, Đồng Nai"
,,,,,76,17,Huyện,Nhơn Trạch,"Huyện Nhơn Trạch, Đồng Nai"
,,,,,77,17,Huyện,Huyện Tân Phú,"Huyện Tân Phú, Đồng Nai"
,,,,,78,17,Huyện,Thống Nhất,"Huyện Thống Nhất, Đồng Nai"
,,,,,79,17,Huyện,Trảng Bom,"Huyện Trảng Bom, Đồng Nai"
,,,,,80,17,Huyện,Vĩnh Cửu,"Huyện Vĩnh Cửu, Đồng Nai"
,,,,,81,17,Huyện,Xuân Lộc,"Huyện Xuân Lộc, Đồng Nai"
,,,,,82,30,Huyện,Cam Lâm,"Huyện Cam Lâm, Khánh Hòa"
,,,,,83,30,Thành phố,Cam Ranh,"Thành phố Cam Ranh, Khánh Hòa"
,,,,,84,30,Huyện,Diên Khánh,"Huyện Diên Khánh, Khánh Hòa"
,,,,,85,30,Huyện,Khánh Sơn,"Huyện Khánh Sơn, Khánh Hòa"
,,,,,86,30,Huyện,Khánh Vĩnh,"Huyện Khánh Vĩnh, Khánh Hòa"
,,,,,87,30,Thành phố,Nha Trang,"Thành phố Nha Trang, Khánh Hòa"
,,,,,88,30,Thị xã,Ninh Hòa,"Thị xã Ninh Hòa, Khánh Hòa"
,,,,,89,30,Huyện,Trường Sa,"Huyện Trường Sa, Khánh Hòa"
,,,,,90,30,Huyện,Vạn Ninh,"Huyện Vạn Ninh, Khánh Hòa"
,,,,,91,26,Huyện,An Dương,"Huyện An Dương, Hải Phòng"
,,,,,92,26,Huyện,An Lão,"Huyện An Lão, Hải Phòng"
,,,,,93,26,Huyện,Bạch Long Vĩ,"Huyện Bạch Long Vĩ, Hải Phòng"
,,,,,94,26,Huyện,Cát Hải,"Huyện Cát Hải, Hải Phòng"
,,,,,95,26,Quận,Đồ Sơn,"Quận Đồ Sơn, Hải Phòng"
,,,,,96,26,Quận,Dương Kinh,"Quận Dương Kinh, Hải Phòng"
,,,,,97,26,Quận,Hải An,"Quận Hải An, Hải Phòng"
,,,,,98,26,Quận,Hồng Bàng,"Quận Hồng Bàng, Hải Phòng"
,,,,,99,26,Quận,Kiến An,"Quận Kiến An, Hải Phòng"
,,,,,100,26,Huyện,Kiến Thuỵ,"Huyện Kiến Thuỵ, Hải Phòng"
,,,,,101,26,Quận,Lê Chân,"Quận Lê Chân, Hải Phòng"
,,,,,102,26,Quận,Ngô Quyền,"Quận Ngô Quyền, Hải Phòng"
,,,,,103,26,Huyện,Thuỷ Nguyên,"Huyện Thuỷ Nguyên, Hải Phòng"
,,,,,104,26,Huyện,Tiên Lãng,"Huyện Tiên Lãng, Hải Phòng"
,,,,,105,26,Huyện,Vĩnh Bảo,"Huyện Vĩnh Bảo, Hải Phòng"
,,,,,106,37,Huyện,Bến Lức,"Huyện Bến Lức, Long An"
,,,,,107,37,Huyện,Cần Đước,"Huyện Cần Đước, Long An"
,,,,,108,37,Huyện,Cần Giuộc,"Huyện Cần Giuộc, Long An"
,,,,,109,37,Huyện,Châu Thành,"Huyện Châu Thành, Long An"
,,,,,110,37,Huyện,Đức Hòa,"Huyện Đức Hòa, Long An"
,,,,,111,37,Huyện,Đức Huệ,"Huyện Đức Huệ, Long An"
,,,,,112,37,Thị xã,Kiến Tường,"Thị xã Kiến Tường, Long An"
,,,,,113,37,Huyện,Mộc Hóa,"Huyện Mộc Hóa, Long An"
,,,,,114,37,Thành phố,Tân An,"Thành phố Tân An, Long An"
,,,,,115,37,Huyện,Tân Hưng,"Huyện Tân Hưng, Long An"
,,,,,116,37,Huyện,Tân Thạnh,"Huyện Tân Thạnh, Long An"
,,,,,117,37,Huyện,Tân Trụ,"Huyện Tân Trụ, Long An"
,,,,,118,37,Huyện,Thạnh Hóa,"Huyện Thạnh Hóa, Long An"
,,,,,119,37,Huyện,Thủ Thừa,"Huyện Thủ Thừa, Long An"
,,,,,120,37,Huyện,Vĩnh Hưng,"Huyện Vĩnh Hưng, Long An"
,,,,,121,45,Huyện,Bắc Trà My,"Huyện Bắc Trà My, Quảng Nam"
,,,,,122,45,Huyện,Đại Lộc,"Huyện Đại Lộc, Quảng Nam"
,,,,,123,45,Thị xã,Thị xã Điện Bàn,"Thị xã Điện Bàn, Quảng Nam"
,,,,,124,45,Huyện,Đông Giang,"Huyện Đông Giang, Quảng Nam"
,,,,,125,45,Huyện,Duy Xuyên,"Huyện Duy Xuyên, Quảng Nam"
,,,,,126,45,Huyện,Hiệp Đức,"Huyện Hiệp Đức, Quảng Nam"
,,,,,127,45,Thành phố,Hội An,"Thành phố Hội An, Quảng Nam"
,,,,,128,45,Huyện,Nam Giang,"Huyện Nam Giang, Quảng Nam"
,,,,,129,45,Huyện,Nam Trà My,"Huyện Nam Trà My, Quảng Nam"
,,,,,130,45,Huyện,Nông Sơn,"Huyện Nông Sơn, Quảng Nam"
,,,,,131,45,Huyện,Núi Thành,"Huyện Núi Thành, Quảng Nam"
,,,,,132,45,Huyện,Phú Ninh,"Huyện Phú Ninh, Quảng Nam"
,,,,,133,45,Huyện,Phước Sơn,"Huyện Phước Sơn, Quảng Nam"
,,,,,134,45,Huyện,Quế Sơn,"Huyện Quế Sơn, Quảng Nam"
,,,,,135,45,Thành phố,Tam Kỳ,"Thành phố Tam Kỳ, Quảng Nam"
,,,,,136,45,Huyện,Tây Giang,"Huyện Tây Giang, Quảng Nam"
,,,,,137,45,Huyện,Thăng Bình,"Huyện Thăng Bình, Quảng Nam"
,,,,,138,45,Huyện,Tiên Phước,"Huyện Tiên Phước, Quảng Nam"
,,,,,139,67,Thành phố,Bà Rịa,"Thành phố Bà Rịa, Bà Rịa - Vũng Tàu"
,,,,,140,67,Huyện,Châu Đức,"Huyện Châu Đức, Bà Rịa - Vũng Tàu"
,,,,,141,67,Huyện,Côn Đảo,"Huyện Côn Đảo, Bà Rịa - Vũng Tàu"
,,,,,142,67,Huyện,Đất Đỏ,"Huyện Đất Đỏ, Bà Rịa - Vũng Tàu"
,,,,,143,67,Huyện,Long Điền,"Huyện Long Điền, Bà Rịa - Vũng Tàu"
,,,,,144,67,Thị xã,Phú Mỹ,"Thị xã Phú Mỹ, Bà Rịa - Vũng Tàu"
,,,,,145,67,Thành phố,Vũng Tàu,"Thành phố Vũng Tàu, Bà Rịa - Vũng Tàu"
,,,,,146,67,Huyện,Xuyên Mộc,"Huyện Xuyên Mộc, Bà Rịa - Vũng Tàu"
,,,,,147,72,Huyện,Buôn Đôn,"Huyện Buôn Đôn, Đắk Lắk"
,,,,,148,72,Thị xã,Buôn Hồ,"Thị Xã Buôn Hồ, Đắk Lắk"
,,,,,149,72,Thành phố,Buôn Ma Thuột,"Thành phố Buôn Ma Thuột, Đắk Lắk"
,,,,,150,72,Huyện,Cư Kuin,"Huyện Cư Kuin, Đắk Lắk"
,,,,,151,72,Huyện,Cư M'gar,"Huyện Cư M'gar, Đắk Lắk"
,,,,,152,72,Huyện,Ea H'Leo,"Huyện Ea H'leo, Đắk Lắk"
,,,,,153,72,Huyện,Ea Kar,"Huyện Ea Kar, Đắk Lắk"
,,,,,154,72,Huyện,Ea Súp,"Huyện Ea Súp, Đắk Lắk"
,,,,,155,72,Huyện,Krông A Na,"Huyện Krông A Na, Đắk Lắk"
,,,,,156,72,Huyện,Krông Bông,"Huyện Krông Bông, Đắk Lắk"
,,,,,157,72,Huyện,Krông Búk,"Huyện Krông Búk, Đắk Lắk"
,,,,,158,72,Huyện,Krông Năng,"Huyện Krông Năng, Đắk Lắk"
,,,,,159,72,Huyện,Krông Pắc,"Huyện Krông Pắc, Đắk Lắk"
,,,,,160,72,Huyện,Lắk,"Huyện Lắk, Đắk Lắk"
,,,,,161,72,Huyện,M'Đrắk,"Huyện M'Đrắk, Đắk Lắk"
,,,,,162,14,Huyện,Thới Lai,"Huyện Thới Lai, Cần Thơ"
,,,,,163,14,Quận,Bình Thuỷ,"Quận Bình Thuỷ, Cần Thơ"
,,,,,164,14,Quận,Cái Răng,"Quận Cái Răng, Cần Thơ"
,,,,,165,14,Huyện,Cờ Đỏ,"Huyện Cờ Đỏ, Cần Thơ"
,,,,,166,14,Quận,Ninh Kiều,"Quận Ninh Kiều, Cần Thơ"
,,,,,167,14,Quận,Ô Môn,"Quận Ô Môn, Cần Thơ"
,,,,,168,14,Huyện,Phong Điền,"Huyện Phong Điền, Cần Thơ"
,,,,,169,14,Quận,Thốt Nốt,"Quận Thốt Nốt, Cần Thơ"
,,,,,170,14,Huyện,Vĩnh Thạnh,"Huyện Vĩnh Thạnh, Cần Thơ"
,,,,,171,11,Huyện,Bắc Bình,"Huyện Bắc Bình, Bình Thuận"
,,,,,172,11,Huyện,Phú Quí,"Huyện Phú Quí, Bình Thuận"
,,,,,173,11,Huyện,Đức Linh,"Huyện Đức Linh, Bình Thuận"
,,,,,174,11,Huyện,Hàm Tân,"Huyện Hàm Tân, Bình Thuận"
,,,,,175,11,Huyện,Hàm Thuận Bắc,"Huyện Hàm Thuận Bắc, Bình Thuận"
,,,,,176,11,Huyện,Hàm Thuận Nam,"Huyện Hàm Thuận Nam, Bình Thuận"
,,,,,177,11,Thị xã,La Gi,"Thị xã La Gi, Bình Thuận"
,,,,,178,11,Thành phố,Phan Thiết,"Thành phố Phan Thiết, Bình Thuận"
,,,,,179,11,Huyện,Tánh Linh,"Huyện Tánh Linh, Bình Thuận"
,,,,,180,11,Huyện,Tuy Phong,"Huyện Tuy Phong, Bình Thuận"
,,,,,181,36,Huyện,Bảo Lâm,"Huyện Bảo Lâm, Lâm Đồng"
,,,,,182,36,Thành phố,Bảo Lộc,"Thành phố Bảo Lộc, Lâm Đồng"
,,,,,183,36,Huyện,Cát Tiên,"Huyện Cát Tiên, Lâm Đồng"
,,,,,184,36,Huyện,Đạ Huoai,"Huyện Đạ Huoai, Lâm Đồng"
,,,,,185,36,Thành phố,Đà Lạt,"Thành phố Đà Lạt, Lâm Đồng"
,,,,,186,36,Huyện,Đạ Tẻh,"Huyện Đạ Tẻh, Lâm Đồng"
,,,,,187,36,Huyện,Đam Rông,"Huyện Đam Rông, Lâm Đồng"
,,,,,188,36,Huyện,Di Linh,"Huyện Di Linh, Lâm Đồng"
,,,,,189,36,Huyện,Đơn Dương,"Huyện Đơn Dương, Lâm Đồng"
,,,,,190,36,Huyện,Đức Trọng,"Huyện Đức Trọng, Lâm Đồng"
,,,,,191,36,Huyện,Lạc Dương,"Huyện Lạc Dương, Lâm Đồng"
,,,,,192,36,Huyện,Lâm Hà,"Huyện Lâm Hà, Lâm Đồng"
,,,,,193,55,Huyện,A Lưới,"Huyện A Lưới, Thừa Thiên Huế"
,,,,,194,55,Thành phố,Huế,"Thành phố Huế, Thừa Thiên Huế"
,,,,,195,55,Thị xã,Hương Thủy,"Thị xã Hương Thủy, Thừa Thiên Huế"
,,,,,196,55,Thị xã,Thị xã Hương Trà,"Thị xã Hương Trà, Thừa Thiên Huế"
,,,,,197,55,Huyện,Nam Đông,"Huyện Nam Đông, Thừa Thiên Huế"
,,,,,198,55,Huyện,Phong Điền,"Huyện Phong Điền, Thừa Thiên Huế"
,,,,,199,55,Huyện,Phú Lộc,"Huyện Phú Lộc, Thừa Thiên Huế"
,,,,,200,55,Huyện,Phú Vang,"Huyện Phú Vang, Thừa Thiên Huế"
,,,,,201,55,Huyện,Quảng Điền,"Huyện Quảng Điền, Thừa Thiên Huế"
,,,,,202,31,Huyện,An Biên,"Huyện An Biên, Kiên Giang"
,,,,,203,31,Huyện,An Minh,"Huyện An Minh, Kiên Giang"
,,,,,204,31,Huyện,Châu Thành,"Huyện Châu Thành, Kiên Giang"
,,,,,205,31,Huyện,Giang Thành,"Huyện Giang Thành, Kiên Giang"
,,,,,206,31,Huyện,Giồng Riềng,"Huyện Giồng Riềng, Kiên Giang"
,,,,,207,31,Huyện,Gò Quao,"Huyện Gò Quao, Kiên Giang"
,,,,,208,31,Thành phố,Thành phố Hà Tiên,"Thành phố Hà Tiên, Kiên Giang"
,,,,,209,31,Huyện,Hòn Đất,"Huyện Hòn Đất, Kiên Giang"
,,,,,210,31,Huyện,Kiên Hải,"Huyện Kiên Hải, Kiên Giang"
,,,,,211,31,Huyện,Kiên Lương,"Huyện Kiên Lương, Kiên Giang"
,,,,,212,31,Thành phố,Thành phố Phú Quốc,"Thành phố Phú Quốc, Kiên Giang"
,,,,,213,31,Thành phố,Rạch Giá,"Thành phố Rạch Giá, Kiên Giang"
,,,,,214,31,Huyện,Tân Hiệp,"Huyện Tân Hiệp, Kiên Giang"
,,,,,215,31,Huyện,U minh Thượng,"Huyện U Minh Thượng, Kiên Giang"
,,,,,216,31,Huyện,Vĩnh Thuận,"Huyện Vĩnh Thuận, Kiên Giang"
,,,,,217,6,Thành phố,Bắc Ninh,"Thành phố Bắc Ninh, Bắc Ninh"
,,,,,218,6,Huyện,Gia Bình,"Huyện Gia Bình, Bắc Ninh"
,,,,,219,6,Huyện,Lương Tài,"Huyện Lương Tài, Bắc Ninh"
,,,,,220,6,Huyện,Quế Võ,"Huyện Quế Võ, Bắc Ninh"
,,,,,221,6,Huyện,Thuận Thành,"Huyện Thuận Thành, Bắc Ninh"
,,,,,222,6,Huyện,Tiên Du,"Huyện Tiên Du, Bắc Ninh"
,,,,,223,6,Thành phố,Thành phố Từ Sơn,"Thành phố Từ Sơn, Bắc Ninh"
,,,,,224,6,Huyện,Yên Phong,"Huyện Yên Phong, Bắc Ninh"
,,,,,225,47,Huyện,Ba Chẽ,"Huyện Ba Chẽ, Quảng Ninh"
,,,,,226,47,Huyện,Bình Liêu,"Huyện Bình Liêu, Quảng Ninh"
,,,,,227,47,Thành phố,Cẩm Phả,"Thành phố Cẩm Phả, Quảng Ninh"
,,,,,228,47,Huyện,Cô Tô,"Huyện Cô Tô, Quảng Ninh"
,,,,,229,47,Huyện,Đầm Hà,"Huyện Đầm Hà, Quảng Ninh"
,,,,,230,47,Thị xã,Đông Triều,"Thị xã Đông Triều, Quảng Ninh"
,,,,,231,47,Thành phố,Hạ Long,"Thành phố Hạ Long, Quảng Ninh"
,,,,,232,47,Huyện,Hải Hà,"Huyện Hải Hà, Quảng Ninh"
,,,,,234,47,Thành phố,Móng Cái,"Thành phố Móng Cái, Quảng Ninh"
,,,,,235,47,Thị xã,Quảng Yên,"Thị xã Quảng Yên, Quảng Ninh"
,,,,,236,47,Huyện,Tiên Yên,"Huyện Tiên Yên, Quảng Ninh"
,,,,,237,47,Thành phố,Thành phố Uông Bí,"Thành phố Uông Bí, Quảng Ninh"
,,,,,238,47,Huyện,Vân Đồn,"Huyện Vân Đồn, Quảng Ninh"
,,,,,239,54,Huyện,Bá Thước,"Huyện Bá Thước, Thanh Hoá"
,,,,,240,54,Thị xã,Bỉm Sơn,"Thị xã Bỉm Sơn, Thanh Hoá"
,,,,,241,54,Huyện,Cẩm Thủy,"Huyện Cẩm Thủy, Thanh Hoá"
,,,,,242,54,Huyện,Đông Sơn,"Huyện Đông Sơn, Thanh Hoá"
,,,,,243,54,Huyện,Hà Trung,"Huyện Hà Trung, Thanh Hoá"
,,,,,244,54,Huyện,Hậu Lộc,"Huyện Hậu Lộc, Thanh Hoá"
,,,,,245,54,Huyện,Hoằng Hóa,"Huyện Hoằng Hóa, Thanh Hoá"
,,,,,246,54,Huyện,Lang Chánh,"Huyện Lang Chánh, Thanh Hoá"
,,,,,247,54,Huyện,Mường Lát,"Huyện Mường Lát, Thanh Hoá"
,,,,,248,54,Huyện,Nga Sơn,"Huyện Nga Sơn, Thanh Hoá"
,,,,,249,54,Huyện,Ngọc Lặc,"Huyện Ngọc Lặc, Thanh Hoá"
,,,,,250,54,Huyện,Như Thanh,"Huyện Như Thanh, Thanh Hoá"
,,,,,251,54,Huyện,Như Xuân,"Huyện Như Xuân, Thanh Hoá"
,,,,,252,54,Huyện,Nông Cống,"Huyện Nông Cống, Thanh Hoá"
,,,,,253,54,Huyện,Quan Hóa,"Huyện Quan Hóa, Thanh Hoá"
,,,,,254,54,Huyện,Quan Sơn,"Huyện Quan Sơn, Thanh Hoá"
,,,,,255,54,Huyện,Quảng Xương,"Huyện Quảng Xương, Thanh Hoá"
,,,,,256,54,Thành phố,Sầm Sơn,"Thành phố Sầm Sơn, Thanh Hoá"
,,,,,257,54,Huyện,Thạch Thành,"Huyện Thạch Thành, Thanh Hoá"
,,,,,258,54,Thành phố,Thanh Hóa,"Thành phố Thanh Hóa, Thanh Hoá"
,,,,,259,54,Huyện,Thiệu Hóa,"Huyện Thiệu Hóa, Thanh Hoá"
,,,,,260,54,Huyện,Thọ Xuân,"Huyện Thọ Xuân, Thanh Hoá"
,,,,,261,54,Huyện,Thường Xuân,"Huyện Thường Xuân, Thanh Hoá"
,,,,,262,54,Thị xã,Nghi Sơn,"Thị xã Nghi Sơn, Thanh Hoá"
,,,,,263,54,Huyện,Triệu Sơn,"Huyện Triệu Sơn, Thanh Hoá"
,,,,,264,54,Huyện,Vĩnh Lộc,"Huyện Vĩnh Lộc, Thanh Hoá"
,,,,,265,54,Huyện,Yên Định,"Huyện Yên Định, Thanh Hoá"
,,,,,266,39,Huyện,Anh Sơn,"Huyện Anh Sơn, Nghệ An"
,,,,,267,39,Huyện,Con Cuông,"Huyện Con Cuông, Nghệ An"
,,,,,268,39,Thị xã,Cửa Lò,"Thị xã Cửa Lò, Nghệ An"
,,,,,269,39,Huyện,Diễn Châu,"Huyện Diễn Châu, Nghệ An"
,,,,,270,39,Huyện,Đô Lương,"Huyện Đô Lương, Nghệ An"
,,,,,271,39,Thị xã,Hoàng Mai,"Thị xã Hoàng Mai, Nghệ An"
,,,,,272,39,Huyện,Hưng Nguyên,"Huyện Hưng Nguyên, Nghệ An"
,,,,,273,39,Huyện,Kỳ Sơn,"Huyện Kỳ Sơn, Nghệ An"
,,,,,274,39,Huyện,Nam Đàn,"Huyện Nam Đàn, Nghệ An"
,,,,,275,39,Huyện,Nghi Lộc,"Huyện Nghi Lộc, Nghệ An"
,,,,,276,39,Huyện,Nghĩa Đàn,"Huyện Nghĩa Đàn, Nghệ An"
,,,,,277,39,Huyện,Quế Phong,"Huyện Quế Phong, Nghệ An"
,,,,,278,39,Huyện,Quỳ Châu,"Huyện Quỳ Châu, Nghệ An"
,,,,,279,39,Huyện,Quỳ Hợp,"Huyện Quỳ Hợp, Nghệ An"
,,,,,280,39,Huyện,Quỳnh Lưu,"Huyện Quỳnh Lưu, Nghệ An"
,,,,,281,39,Huyện,Tân Kỳ,"Huyện Tân Kỳ, Nghệ An"
,,,,,282,39,Thị xã,Thái Hoà,"Thị xã Thái Hoà, Nghệ An"
,,,,,283,39,Huyện,Thanh Chương,"Huyện Thanh Chương, Nghệ An"
,,,,,284,39,Huyện,Tương Dương,"Huyện Tương Dương, Nghệ An"
,,,,,285,39,Thành phố,Vinh,"Thành phố Vinh, Nghệ An"
,,,,,286,39,Huyện,Yên Thành,"Huyện Yên Thành, Nghệ An"
,,,,,287,25,Huyện,Bình Giang,"Huyện Bình Giang, Hải Dương"
,,,,,288,25,Huyện,Cẩm Giàng,"Huyện Cẩm Giàng, Hải Dương"
,,,,,289,25,Thành phố,Thành phố Chí Linh,"Thành phố Chí Linh, Hải Dương"
,,,,,290,25,Huyện,Gia Lộc,"Huyện Gia Lộc, Hải Dương"
,,,,,291,25,Thành phố,Hải Dương,"Thành phố Hải Dương, Hải Dương"
,,,,,292,25,Huyện,Kim Thành,"Huyện Kim Thành, Hải Dương"
,,,,,293,25,Thị xã,Thị xã Kinh Môn,"Thị xã Kinh Môn, Hải Dương"
,,,,,294,25,Huyện,Nam Sách,"Huyện Nam Sách, Hải Dương"
,,,,,295,25,Huyện,Ninh Giang,"Huyện Ninh Giang, Hải Dương"
,,,,,296,25,Huyện,Thanh Hà,"Huyện Thanh Hà, Hải Dương"
,,,,,297,25,Huyện,Thanh Miện,"Huyện Thanh Miện, Hải Dương"
,,,,,298,25,Huyện,Tứ Kỳ,"Huyện Tứ Kỳ, Hải Dương"
,,,,,299,19,Thị xã,An Khê,"Thị xã An Khê, Gia Lai"
,,,,,300,19,Thị xã,AYun Pa,"Thị xã Ayun Pa, Gia Lai"
,,,,,301,19,Huyện,Chư Păh,"Huyện Chư Păh, Gia Lai"
,,,,,302,19,Huyện,Chư Pưh,"Huyện Chư Pưh, Gia Lai"
,,,,,303,19,Huyện,Chư Sê,"Huyện Chư Sê, Gia Lai"
,,,,,304,19,Huyện,Chư Prông,"Huyện Chư Prông, Gia Lai"
,,,,,305,19,Huyện,Đăk Đoa,"Huyện Đăk Đoa, Gia Lai"
,,,,,306,19,Huyện,Đăk Pơ,"Huyện Đăk Pơ, Gia Lai"
,,,,,307,19,Huyện,Đức Cơ,"Huyện Đức Cơ, Gia Lai"
,,,,,308,19,Huyện,Ia Grai,"Huyện Ia Grai, Gia Lai"
,,,,,309,19,Huyện,Ia Pa,"Huyện Ia Pa, Gia Lai"
,,,,,310,19,Huyện,KBang,"Huyện KBang, Gia Lai"
,,,,,311,19,Huyện,Kông Chro,"Huyện Kông Chro, Gia Lai"
,,,,,312,19,Huyện,Krông Pa,"Huyện Krông Pa, Gia Lai"
,,,,,313,19,Huyện,Mang Yang,"Huyện Mang Yang, Gia Lai"
,,,,,314,19,Huyện,Phú Thiện,"Huyện Phú Thiện, Gia Lai"
,,,,,315,19,Thành phố,Pleiku,"Thành phố Pleiku, Gia Lai"
,,,,,316,10,Thị xã,Bình Long,"Thị xã Bình Long, Bình Phước"
,,,,,317,10,Huyện,Bù Đăng,"Huyện Bù Đăng, Bình Phước"
,,,,,318,10,Huyện,Bù Đốp,"Huyện Bù Đốp, Bình Phước"
,,,,,319,10,Huyện,Bù Gia Mập,"Huyện Bù Gia Mập, Bình Phước"
,,,,,320,10,Thị xã,Chơn Thành,"Thị xã Chơn Thành, Bình Phước"
,,,,,321,10,Huyện,Đồng Phú,"Huyện Đồng Phú, Bình Phước"
,,,,,322,10,Thành phố,Đồng Xoài,"Thành phố Đồng Xoài, Bình Phước"
,,,,,323,10,Huyện,Hớn Quản,"Huyện Hớn Quản, Bình Phước"
,,,,,324,10,Huyện,Lộc Ninh,"Huyện Lộc Ninh, Bình Phước"
,,,,,325,10,Huyện,Phú Riềng,"Huyện Phú Riềng, Bình Phước"
,,,,,326,10,Thị xã,Phước Long,"Thị xã Phước Long, Bình Phước"
,,,,,327,28,Huyện,Ân Thi,"Huyện Ân Thi, Hưng Yên"
,,,,,328,28,Thành phố,Hưng Yên,"Thành phố Hưng Yên, Hưng Yên"
,,,,,329,28,Huyện,Khoái Châu,"Huyện Khoái Châu, Hưng Yên"
,,,,,330,28,Huyện,Kim Động,"Huyện Kim Động, Hưng Yên"
,,,,,331,28,Thị xã,Thị xã Mỹ Hào,"Thị xã Mỹ Hào, Hưng Yên"
,,,,,332,28,Huyện,Phù Cừ,"Huyện Phù Cừ, Hưng Yên"
,,,,,333,28,Huyện,Tiên Lữ,"Huyện Tiên Lữ, Hưng Yên"
,,,,,334,28,Huyện,Văn Giang,"Huyện Văn Giang, Hưng Yên"
,,,,,335,28,Huyện,Văn Lâm,"Huyện Văn Lâm, Hưng Yên"
,,,,,336,28,Huyện,Yên Mỹ,"Huyện Yên Mỹ, Hưng Yên"
,,,,,337,9,Huyện,An Lão,"Huyện An Lão, Bình Định"
,,,,,338,9,Thị xã,Thị xã An Nhơn,"Thị xã An Nhơn, Bình Định"
,,,,,339,9,Huyện,Hoài Ân,"Huyện Hoài Ân, Bình Định"
,,,,,340,9,Thị xã,Thị xã Hoài Nhơn,"Thị xã Hoài Nhơn, Bình Định"
,,,,,341,9,Huyện,Phù Cát,"Huyện Phù Cát, Bình Định"
,,,,,342,9,Huyện,Phù Mỹ,"Huyện Phù Mỹ, Bình Định"
,,,,,343,9,Thành phố,Quy Nhơn,"Thành phố Quy Nhơn, Bình Định"
,,,,,344,9,Huyện,Tây Sơn,"Huyện Tây Sơn, Bình Định"
,,,,,345,9,Huyện,Tuy Phước,"Huyện Tuy Phước, Bình Định"
,,,,,346,9,Huyện,Vân Canh,"Huyện Vân Canh, Bình Định"
