ID Phường xã,ID tỉnh thành,ID Quận huyện,Đơn vị,Tên Phường xã,
10750,34,677,Xã,Lương Năng,LN
10753,34,677,Xã,Tân Đoàn,TĐ
10755,34,677,Xã,Trấn Ninh,TN
10757,34,677,Xã,Tràng Phái,TP
10760,34,677,Xã,Tú Xuyên,TX
10763,34,677,Thị trấn,Văn Quan,VQ
10768,20,678,Xã,Đường Âm,ĐÂ
10772,20,678,Xã,Minh Ngọc,MN
10773,20,678,Xã,Minh Sơn,MS
10776,20,678,Xã,Thượng Tân,TT
10781,20,679,Xã,Bằng Hành,BH
10782,20,679,Xã,Đồng Tâm,ĐT
10785,20,679,Xã,Đồng Yên,ĐY
10789,20,679,Xã,Kim Ngọc,KN
10793,20,679,Xã,Tân Quang,TQ
10794,20,679,Xã,Tân Thành,TT
10799,20,679,Xã,Việt Vinh,VV
10801,20,679,Xã,Vĩnh Phúc,VP
10803,20,679,Xã,Vô Điếm,VĐ
10807,20,680,Xã,Lũng Phìn,LP
10808,20,680,Xã,Lũng Táo,LT
10809,20,680,Xã,Lũng Thầu,LT
10810,20,680,Xã,Má Lé,ML
10814,20,680,Xã,Xà Phìn,XP
10815,20,680,Xã,Sảng Tủng,ST
10819,20,680,Xã,Tả Lủng,TL
10825,20,681,Phường,Ngọc Hà,NH
10826,20,681,Phường,Nguyễn Trãi,NT
10827,20,681,Xã,Phương Độ,PĐ
10828,20,681,Xã,Phương Thiện,PT
10829,20,681,Phường,Quang Trung,QT
10830,20,681,Phường,Trần Phú,TP
10831,20,682,Xã,Bản Luốc,BL
10833,20,682,Xã,Bản Nhùng,BN
10836,20,682,Xã,Chiến Phố,CP
10837,20,682,Xã,Đản Ván,ĐV
10838,20,682,Xã,Hồ Thầu,HT
10841,20,682,Xã,Nam Sơn,NS
10842,20,682,Xã,Nậm Tỵ,NT
10843,20,682,Xã,Nàng Đôn,NĐ
10844,20,682,Xã,Ngàm Đăng Vài,NĐV
10845,20,682,Xã,Pố Lồ,PL
10846,20,682,Xã,Pờ Ly Ngài,PLN
10848,20,682,Xã,Tả Sử Choóng,TSC
10850,20,682,Xã,Thàng Tín,TT
10851,20,682,Xã,Thèn Chu Phìn,TCP
10852,20,682,Xã,Thông Nguyên,TN
10853,20,682,Xã,Tụ Nhân,TN
10854,20,682,Xã,Túng Sán,TS
10857,20,683,Xã,Giàng Chu Phìn,GCP
10860,20,683,Xã,Lũng Pù,LP
10861,20,683,Thị trấn,Mèo Vạc,MV
10867,20,683,Xã,Sơn Vĩ,SV
10868,20,683,Xã,Sủng Máng,SM
10871,20,683,Xã,Tát Ngà,TN
10872,20,683,Xã,Thượng Phùng,TP
10874,20,684,Xã,Bát Đại Sơn,BĐS
10875,20,684,Xã,Cán Tỷ,CT
10876,20,684,Xã,Cao Mã Pờ,CMP
10878,20,684,Xã,Lùng Tám,LT
10879,20,684,Xã,Nghĩa Thuận,NT
10881,20,684,Xã,Quyết Tiến,QT
10882,20,684,Xã,Tả Ván,TV
10885,20,684,Xã,Thanh Vân,TV
10887,20,685,Xã,Bản Rịa,BR
10888,20,685,Xã,Bằng Lang,BL
10889,20,685,Xã,Hương Sơn,HS
10891,20,685,Xã,Tân Bắc,TB
10892,20,685,Xã,Tân Nam,TN
10895,20,685,Xã,Tiên Yên,TY
10896,20,685,Xã,Vĩ Thượng,VT
10897,20,685,Xã,Xuân Giang,XG
10898,20,685,Xã,Xuân Minh,XM
10900,20,685,Xã,Yên Hà,YH
10901,20,685,Xã,Yên Thành,YT
10902,20,686,Xã,Bạch Ngọc,BN
10904,20,686,Xã,Đạo Đức,ĐĐ
10905,20,686,Xã,Kim Linh,KL
10906,20,686,Xã,Kim Thạch,KT
10908,20,686,Xã,Linh Hồ,LH
10911,20,686,Xã,Ngọc Minh,NM
10913,20,686,Xã,Phong Quang,PQ
10915,20,686,Xã,Phương Tiến,PT
10916,20,686,Xã,Quảng Ngần,QN
10917,20,686,Xã,Thanh Đức,TĐ
10921,20,686,Xã,Trung Thành,TT
10922,20,686,Xã,Tùng Bá,TB
10925,20,686,Xã,Xín Chải,XC
10926,20,687,Xã,Bản Díu,BD
10927,20,687,Xã,Bản Ngò,BN
10930,20,687,Thị trấn,Cốc Pài,CP
10931,20,687,Xã,Cốc Rế,CR
10932,20,687,Xã,Khuôn Lùng,KL
10933,20,687,Xã,Nà Chì,NC
10934,20,687,Xã,Nấm Dẩn,ND
10935,20,687,Xã,Nàn Ma,NM
10938,20,687,Xã,Pà Vầy Sủ,PVS
10939,20,687,Xã,Quảng Nguyên,QN
10940,20,687,Xã,Tả Nhìu,TN
10942,20,687,Xã,Thu Tà,TT
10943,20,687,Xã,Trung Thịnh,TT
10945,20,688,Xã,Bạch Đích,BĐ
10947,20,688,Xã,Du Già,DG
10948,20,688,Xã,Du Tiến,DT
10949,20,688,Xã,Đường Thượng,ĐT
10951,20,688,Xã,Lao Và Chải,LVC
10954,20,688,Xã,Mậu Long,ML
10959,20,688,Xã,Sủng Thài,ST
10961,20,688,Xã,Thắng Mố,TM
10963,81,689,Xã,Bành Trạch,BT
10964,81,689,Xã,Cao Thượng,CT
10967,81,689,Xã,Chu Hương,CH
10968,81,689,Xã,Địa Linh,ĐL
10970,81,689,Xã,Hà Hiệu,HH
10971,81,689,Xã,Hoàng Trĩ,HT
10972,81,689,Xã,Khang Ninh,KN
10974,81,689,Xã,Nam Mẫu,NM
10976,81,689,Xã,Quảng Khê,QK
10987,81,691,Xã,Cẩm Giàng,CG
10988,81,691,Xã,Cao Sơn,CS
10992,81,691,Xã,Lục Bình,LB
10994,81,691,Xã,Nguyên Phúc,NP
10995,81,691,Thị trấn,Phủ Thông,PT
10998,81,691,Xã,Quang Thuận,QT
11003,81,691,Xã,Vũ Muộn,VM
11004,81,692,Xã,Bản Thi,BT
11006,81,692,Thị trấn,Bằng Lũng,BL
11007,81,692,Xã,Bằng Phúc,BP
11008,81,692,Xã,Bình Trung,BT
11009,81,692,Xã,Đại Sảo,ĐS
11010,81,692,Xã,Đồng Lạc,ĐL
11015,81,692,Xã,Ngọc Phái,NP
11017,81,692,Xã,Phương Viên,PV
11021,81,692,Xã,Xuân Lạc,XL
11022,81,692,Xã,Yên Mỹ,YM
11025,81,692,Xã,Yên Thượng,YT
11026,81,693,Xã,Bình Văn,BV
11029,81,693,Xã,Hoà Mục,HM
11035,81,693,Xã,Tân Sơn,TS
11037,81,693,Xã,Thanh Mai,TM
11041,81,693,Xã,Yên Hân,YH
11045,81,694,Xã,Cường Lợi,CL
11046,81,694,Xã,Đổng Xá,ĐX
11047,81,694,Xã,Dương Sơn,DS
11057,81,694,Xã,Lương Thượng,LT
11060,81,694,Xã,Văn Minh,VM
11063,81,694,Thị trấn,Yến Lạc,YL
11066,81,695,Xã,Đức Vân,ĐV
11069,81,695,Thị trấn,Nà Phặc,NP
11070,81,695,Xã,Thuần Mang,TM
11071,81,695,Xã,Thượng Ân,TÂ
11073,81,695,Xã,Trung Hoà,TH
11074,81,695,Xã,Vân Tùng,VT
11075,81,696,Xã,An Thắng,AT
11076,81,696,Xã,Bằng Thành,BT
11077,81,696,Xã,Bộc Bố,BB
11081,81,696,Xã,Giáo Hiệu,GH
11082,81,696,Xã,Nghiên Loan,NL
11083,81,696,Xã,Nhạn Môn,NM
11085,13,697,Thị trấn,Bảo Lạc,BL
11087,13,697,Xã,Cô Ba,CB
11088,13,697,Xã,Cốc Pàng,CP
11090,13,697,Xã,Hồng An,HA
11091,13,697,Xã,Hồng Trị,HT
11092,13,697,Xã,Hưng Đạo,HĐ
11094,13,697,Xã,Huy Giáp,HG
11096,13,697,Xã,Kim Cúc,KC
11101,13,697,Xã,Xuân Trường,XT
11102,13,698,Xã,Đức Hạnh,ĐH
11104,13,698,Xã,Mông Ân,MÂ
11106,13,698,Xã,Nam Quang,NQ
11110,13,698,Xã,Thái Học,TH
11113,13,698,Xã,Vĩnh Quang,VQ
11131,13,700,Xã,Lý Quốc,LQ
11136,13,700,Xã,Thắng Lợi,TL
11140,13,700,Xã,Vinh Quý,VQ
11141,13,701,Xã,Cải Viên,CV
11147,13,701,Xã,Mã Ba,MB
11151,13,701,Xã,Quý Quân,QQ
11155,13,701,Xã,Tổng Cọt,TC
11156,13,701,Xã,Trường Hà,TH
11162,13,702,Xã,Bình Dương,BD
11165,13,702,Xã,Đại Tiến,ĐT
11166,13,702,Xã,Dân Chủ,DC
11170,13,702,Xã,Hoàng Tung,HT
11172,13,702,Xã,Hồng Việt,HV
11173,13,702,Xã,Lê Chung,LC
11174,13,702,Xã,Nam Tuấn,NT
11175,13,702,Xã,Ngũ Lão,NL
11176,13,702,Xã,Nguyễn Huệ,NH
11177,13,702,Thị trấn,Nước Hai,NH
11178,13,702,Xã,Quang Trung,QT
11180,13,702,Xã,Trương Lương,TL
11183,13,703,Xã,Hoa Thám,HT
11184,13,703,Xã,Hưng Đạo,HĐ
11189,13,703,Thị trấn,Nguyên Bình,NB
11190,13,703,Xã,Phan Thanh,PT
11194,13,703,Xã,Thành Công,TC
11198,13,703,Xã,Triệu Nguyên,TN
11200,13,703,Xã,Yên Lạc,YL
11230,13,706,Xã,Đức Long,ĐL
11233,13,706,Xã,Kim Đồng,KĐ
11235,13,706,Xã,Lê Lợi,LL
11238,13,706,Xã,Thái Cường,TC
11241,13,706,Xã,Trọng Con,TC
11242,13,706,Xã,Vân Trình,VT
11277,13,709,Xã,Ngọc Khê,NK
11383,22,37,Phường,Chương Dương,CD
11372,32,578,Xã,Bờ Y,BY
11385,22,44,Xã,Xuân Đình,XĐ
11386,22,44,Xã,Sen Phương,SP
11392,22,54,Xã,Quảng Phú Cầu,QPC
11393,22,54,Xã,Trường Thịnh,TT
11400,22,54,Xã,Đồng Tân,ĐT
11403,22,54,Xã,Minh Đức,MĐ
11405,22,54,Xã,Hòa Xá,HX
11406,22,54,Xã,Trầm Lộng,TL
11409,22,54,Xã,Hòa Phú,HP
11411,22,54,Xã,Đại Hùng,ĐH
11412,22,54,Xã,Đông Lỗ,ĐL
11413,22,54,Xã,Phù Lưu,PL
11416,22,54,Xã,Hồng Quang,HQ
11420,13,699,Phường,Hợp Giang,HG
11421,13,699,Phường,Tân Giang,TG
11426,13,699,Xã,Chu Trinh,CT
11427,13,699,Xã,Vĩnh Quang,VQ
11428,13,699,Xã,Hưng Đạo,HĐ
11429,13,701,Thị trấn,Thông Nông,TN
11433,13,701,Xã,Đa Thông,ĐT
11434,13,701,Xã,Ngọc Động,NĐ
11435,13,701,Xã,Yên Sơn,YS
11436,13,701,Xã,Lương Can,LC
11438,13,701,Thị trấn,Xuân Hòa,XH
11439,13,701,Xã,Ngọc Đào,NĐ
11440,13,709,Thị trấn,Trà Lĩnh,TL
11442,13,709,Xã,Quang Hán,QH
11443,13,709,Xã,Xuân Nội,XN
11445,13,709,Xã,Quang Vinh,QV
11446,13,709,Xã,Cao Chương,CC
11447,13,709,Xã,Đoài Dương,ĐD
11448,13,700,Xã,Thống Nhất,TN
11450,13,705,Xã,Phi Hải,PH
11452,13,705,Xã,Độc Lập,ĐL
11453,13,705,Xã,Cai Bộ,CB
11455,13,705,Xã,Chí Thảo,CT
11456,13,705,Xã,Tự Do,TD
11458,13,705,Xã,Ngọc Động,NĐ
11459,13,705,Xã,Hạnh Phúc,HP
11468,13,703,Xã,Vũ Minh,VM
11470,81,690,Phường,Sông Cầu,SC
11471,81,690,Phường,Đức Xuân,ĐX
11472,81,690,Phường,Phùng Chí Kiên,PCK
11473,81,690,Phường,Huyền Tụng,HT
11479,81,691,Xã,Tân Tú,TT
11480,81,691,Xã,Quân Hà,QH
11481,81,692,Xã,Đồng Thắng,ĐT
11485,81,694,Xã,Văn Vũ,VV
11486,81,694,Xã,Văn Lang,VL
11489,58,647,Xã,Kim Phú,KP
11493,58,644,Xã,Phúc Sơn,PS
11494,58,644,Xã,Minh Quang,MQ
11496,58,645,Xã,Hồng Thái,HT
11497,58,645,Xã,Đà Vị,ĐV
11498,58,645,Xã,Khau Tinh,KT
11499,58,645,Xã,Côn Lôn,CL
11502,58,645,Xã,Sơn Phú,SP
11503,58,645,Xã,Năng Khả,NK
11505,58,645,Thị trấn,Na Hang,NH
11508,58,648,Thị trấn,Yên Sơn,YS
11509,58,646,Xã,Tân Thanh,TT
11510,58,646,Xã,Trường Sinh,TS
11512,35,434,Xã,Lùng Thẩn,LT
11513,35,434,Xã,Quan Hồ Thẩn,QHT
11514,35,426,Xã,Na Hối,NH
11515,35,427,Thị trấn,N.T Phong Hải,NPH
11516,35,428,Xã,Phúc Khánh,PK
11517,35,432,Phường,Sa Pa,SP
11518,35,432,Xã,Ngũ Chỉ Sơn,NCS
11520,35,432,Xã,Tả Phìn,TP
11524,35,432,Phường,Cầu Mây,CM
11526,35,432,Xã,Tả Van,TV
11527,35,432,Xã,Mường Bo,MB
11530,35,432,Phường,Sa Pả,SP
11531,35,432,Phường,Phan Si Păng,PSP
11533,69,651,Xã,Mường Phăng,MP
11534,69,651,Xã,Pá Khoang,PK
11537,69,654,Xã,Lay Nưa,LN
11538,69,654,Phường,Sông Đà,SĐ
11539,69,654,Phường,Na Lay,NL
11540,69,657,Thị trấn,Tủa Chùa,TC
11542,33,659,Phường,Đông Phong,ĐP
11543,33,659,Xã,San Thàng,ST
11544,33,659,Phường,Quyết Thắng,QT
11545,33,659,Phường,Tân Phong,TP
11546,33,659,Phường,Quyết Tiến,QT
11547,33,659,Phường,Đoàn Kết,ĐK
11548,33,659,Xã,Sùng Phài,SP
11552,50,615,Xã,Mương Chanh,MC
11555,61,635,Xã,Nghĩa Lộ,NL
11556,61,635,Xã,Thanh Lương,TL
11562,61,641,Xã,Cảm Nhân,CN
11564,27,379,Phường,Tân Hòa,TH
11565,27,379,Phường,Thịnh Lang,TL
11566,27,379,Phường,Hữu Nghị,HN
11568,27,379,Phường,Đồng Tiến,ĐT
11570,27,379,Xã,Yên Mông,YM
11572,27,379,Phường,Dân Chủ,DC
11574,27,379,Phường,Thống Nhất,TN
11575,27,379,Phường,Kỳ Sơn,KS
11576,27,379,Xã,Thịnh Minh,TM
11584,27,378,Xã,Yên Hòa,YH
11585,27,384,Xã,Cao Sơn,CS
11587,27,384,Xã,Thanh Cao,TC
11588,27,380,Xã,Xuân Thủy,XT
11589,27,380,Xã,Kim Lập,KL
11590,27,380,Xã,Hợp Tiến,HT
11591,27,380,Xã,Hùng Sơn,HS
11592,27,380,Xã,Mi Hòa,MH
11595,27,386,Xã,Suối Hoa,SH
11599,27,385,Xã,Sơn Thủy,ST
11601,27,385,Xã,Thành Sơn,TS
11602,27,382,Xã,Quý Hòa,QH
11603,27,382,Xã,Quyết Thắng,QT
11604,27,382,Xã,Vũ Bình,VB
11605,27,387,Thị trấn,Hàng Trạm,HT
11606,27,387,Xã,Lạc Sỹ,LS
11610,27,387,Xã,Hữu Lợi,HL
11611,27,387,Xã,Lạc Thịnh,LT
11614,27,387,Xã,Yên Trị,YT
11615,27,387,Xã,Ngọc Lương,NL
11616,27,383,Thị trấn,Ba Hàng Đồi,BHĐ
11618,27,383,Xã,Phú Nghĩa,PN
11619,27,383,Xã,Phú Thành,PT
11622,27,383,Xã,Đồng Tâm,ĐT
11625,27,383,Xã,An Bình,AB
11630,53,424,Phường,Đồng Bẩm,ĐB
11631,53,424,Xã,Huống Thượng,HT
11632,53,423,Phường,Lương Sơn,LS
11635,53,423,Phường,Cải Đan,CĐ
11637,53,423,Phường,Phố Cò,PC
11641,53,423,Xã,Bá Xuyên,BX
11648,53,420,Phường,Hồng Tiến,HT
11649,53,420,Xã,Minh Đức,MĐ
11650,53,420,Phường,Đắc Sơn,ĐS
11651,53,420,Phường,Đồng Tiến,ĐT
11652,53,420,Xã,Thành Công,TC
11654,53,420,Xã,Vạn Phái,VP
11659,53,420,Phường,Tân Phú,TP
11660,53,420,Phường,Thuận Thành,TT
11666,34,677,Xã,Điềm He,ĐH
11670,34,672,Xã,Thiện Tân,TT
11671,34,674,Xã,Khánh Xuân,KX
11672,34,674,Xã,Thống Nhất,TN
11674,34,671,Thị trấn,NT Thái Bình,NTB
11675,47,231,Phường,Hoành Bồ,HB
11676,47,231,Xã,Kỳ Thượng,KT
11680,47,231,Xã,Hòa Bình,HB
11681,47,231,Xã,Vũ Oai,VO
11682,47,231,Xã,Dân Chủ,DC
11684,47,231,Xã,Bằng Cả,BC
11685,47,231,Xã,Thống Nhất,TN
11687,47,231,Xã,Lê Lợi,LL
11688,47,237,Phường,Vàng Danh,VD
11691,47,237,Phường,Quang Trung,QT
11694,47,237,Phường,Yên Thanh,YT
11695,47,237,Xã,Thượng Yên Công,TYC
11696,47,237,Phường,Phương Đông,PĐ
11698,47,230,Phường,Mạo Khê,MK
11699,47,230,Phường,Đông Triều,ĐT
11701,47,230,Xã,Tràng Lương,TL
11706,47,230,Phường,Đức Chính,ĐC
11707,47,230,Phường,Tràng An,TA
11708,47,230,Xã,Nguyễn Huệ,NH
11712,47,230,Xã,Hồng Thái Đông,HTĐ
11715,47,230,Phường,Hồng Phong,HP
11723,47,235,Xã,Hiệp Hòa,HH
11730,47,235,Phường,Hà An,HA
11733,47,235,Phường,Yên Hải,YH
11736,47,235,Xã,Liên Vị,LV
11738,5,367,Phường,Đa Mai,ĐM
11741,5,376,Xã,Hồng Kỳ,HK
11742,5,376,Xã,Hương Vĩ,HV
11743,5,376,Thị trấn,Phồn Xương,PX
11746,5,372,Thị trấn,Tây Yên Tử,TYT
11747,5,372,Xã,Đại Sơn,ĐS
11748,5,372,Xã,Phúc Sơn,PS
11749,5,372,Xã,Vĩnh An,VA
11752,5,368,Xã,Đồng Tân,ĐT
11753,5,368,Xã,Thanh Vân,TV
11756,5,368,Xã,Hoàng Thanh,HT
11757,5,368,Xã,Hoàng An,HA
11759,5,368,Xã,Thái Sơn,TS
11761,5,368,Thị trấn,Thắng,T
11762,5,368,Xã,Quang Minh,QM
11763,5,368,Xã,Lương Phong,LP
11764,5,368,Xã,Hùng Sơn,HS
11765,5,368,Xã,Đại Thành,ĐT
11768,5,368,Xã,Danh Thắng,DT
11770,5,368,Xã,Đoan Bái,ĐB
11771,5,368,Thị trấn,Bắc Lý,BL
11772,5,368,Xã,Xuân Cẩm,XC
11773,5,368,Xã,Hương Lâm,HL
11775,5,368,Xã,Châu Minh,CM
11778,42,502,Xã,Hùng Xuyên,HX
11779,42,502,Xã,Phú Lâm,PL
11782,42,509,Xã,Quảng Yên,QY
11784,42,501,Thị trấn,Cẩm Khê,CK
11788,42,507,Thị trấn,Hưng Hoá,HH
11789,42,507,Xã,Bắc Sơn,BS
11790,42,507,Xã,Lam Sơn,LS
11792,42,507,Xã,Dân Quyền,DQ
11794,42,511,Xã,Đồng Trung,ĐT
11795,60,401,Phường,Trưng Trắc,TT
11797,60,401,Phường,Trưng Nhị,TN
11799,60,401,Phường,Xuân Hoà,XH
11800,60,401,Phường,Đồng Xuân,ĐX
11801,60,401,Xã,Ngọc Thanh,NT
11802,60,401,Xã,Cao Minh,CM
11804,60,401,Phường,Tiền Châu,TC
11805,60,403,Thị trấn,Hợp Châu,HC
11807,60,405,Xã,Tân Phú,TP
11808,6,223,Phường,Đông Ngàn,ĐN
11809,6,223,Phường,Tam Sơn,TS
11810,6,223,Phường,Hương Mạc,HM
11812,6,223,Phường,Phù Khê,PK
11816,6,223,Phường,Châu Khê,CK
11817,6,223,Phường,Tân Hồng,TH
11821,25,291,Xã,Tiền Tiến,TT
11822,25,291,Phường,Tân Hưng,TH
11827,25,289,Phường,Phả Lại,PL
11828,25,289,Phường,Sao Đỏ,SĐ
11829,25,289,Phường,Bến Tắm,BT
11830,25,289,Xã,Hoàng Hoa Thám,HHT
11832,25,289,Xã,Hưng Đạo,HĐ
11835,25,289,Phường,Cộng Hoà,CH
11837,25,289,Phường,Cổ Thành,CT
11838,25,289,Phường,Văn An,VA
11839,25,289,Phường,Chí Minh,CM
11843,25,289,Phường,An Lạc,AL
11846,25,293,Phường,An Lưu,AL
11847,25,293,Xã,Bạch Đằng,BĐ
11848,25,293,Phường,Thất Hùng,TH
11851,25,293,Phường,Phạm Thái,PT
11859,25,293,Xã,Lạc Long,LL
11861,25,293,Phường,Hiệp Sơn,HS
11865,25,293,Phường,Long Xuyên,LX
11868,25,293,Xã,Minh Hòa,MH
11869,25,292,Xã,Tuấn Việt,TV
11872,25,296,Thị trấn,Thanh Hà,TH
11873,25,296,Xã,An Phượng,AP
11874,25,296,Xã,Thanh Quang,TQ
11876,25,288,Xã,Định Sơn,ĐS
11877,25,287,Xã,Vĩnh Hưng,VH
11878,25,298,Xã,Đại Sơn,ĐS
11880,25,298,Xã,Chí Minh,CM
11881,25,297,Xã,Hồng Phong,HP
11884,26,103,Thị trấn,Minh Đức,MĐ
11886,26,92,Thị trấn,An Lão,AL
11891,26,100,Xã,Hữu Bằng,HB
11892,26,100,Xã,Đại Đồng,ĐĐ
11894,26,100,Xã,Đoàn Xá,ĐX
11897,26,100,Xã,Ngũ Phúc,NP
11898,26,100,Xã,Kiến Quốc,KQ
11900,26,100,Xã,Thuỵ Hương,TH
11901,26,100,Xã,Thanh Sơn,TS
11904,26,100,Xã,Ngũ Đoan,NĐ
11905,26,100,Xã,Tân Phong,TP
11907,26,105,Thị trấn,Vĩnh Bảo,VB
11909,26,94,Thị trấn,Cát Bà,CB
11910,26,94,Thị trấn,Cát Hải,CH
11911,28,331,Phường,Bần Yên Nhân,BYN
11918,28,331,Phường,Bạch Sam,BS
11919,28,331,Phường,Minh Đức,MĐ
11924,52,362,Xã,Châu Sơn,CS
11929,52,359,Xã,Minh Phú,MP
11932,52,364,Xã,Hồng Dũng,HD
11934,52,364,Xã,An Tân,AT
11939,52,364,Xã,Thụy Xuân,TX
11941,52,364,Xã,Thụy Trình,TT
11944,52,364,Xã,Thụy Dân,TD
11945,52,364,Xã,Thụy Hải,TH
11946,52,364,Xã,Thụy Liên,TL
11948,52,364,Xã,Thụy Thanh,TT
11949,52,364,Xã,Thụy Sơn,TS
11952,52,364,Xã,Thái Nguyên,TN
11953,52,364,Xã,Dương Hồng Thủy,DHT
11954,52,364,Xã,Thái Giang,TG
11957,52,364,Xã,Thái Phúc,TP
11959,52,364,Xã,Thái Đô,TĐ
11960,52,364,Xã,Thái Xuyên,TX
11961,52,364,Xã,Mỹ Lộc,ML
11963,52,364,Xã,Thái Thịnh,TT
11964,52,364,Xã,Thuần Thành,TT
11967,52,361,Xã,Vũ Hòa,VH
11968,52,361,Xã,Minh Quang,MQ
11969,52,361,Xã,Tây Sơn,TS
11971,21,534,Phường,Thanh Châu,TC
11972,21,531,Xã,Tiên Sơn,TS
11973,21,531,Phường,Đồng Văn,ĐV
11976,21,531,Phường,Châu Giang,CG
11982,21,531,Phường,Yên Bắc,YB
11984,21,531,Phường,Tiên Nội,TN
11985,21,531,Phường,Hoàng Đông,HĐ
11988,21,535,Thị trấn,Tân Thanh,TT
11989,21,533,Xã,Trần Hưng Đạo,THĐ
11991,21,533,Xã,Hòa Hậu,HH
11994,38,441,Thị trấn,Ninh Cường,NC
11998,38,435,Xã,Hồng Thuận,HT
12001,38,435,Xã,Hoành Sơn,HS
12002,38,435,Xã,Bình Hòa,BH
12007,38,435,Xã,Giao Lạc,GL
12008,38,435,Xã,Giao Châu,GC
12010,38,435,Xã,Giao Yến,GY
12011,38,435,Xã,Giao Xuân,GX
12015,38,435,Xã,Giao Long,GL
12016,38,435,Xã,Giao Phong,GP
12017,40,498,Phường,Bắc Sơn,BS
12018,40,498,Phường,Trung Sơn,TS
12021,40,498,Xã,Yên Sơn,YS
12024,40,498,Xã,Quang Sơn,QS
12027,54,258,Phường,Đông Cương,ĐC
12030,54,258,Phường,Thiệu Khánh,TK
12031,54,258,Phường,Thiệu Dương,TD
12032,54,258,Phường,Long Anh,LA
12038,54,256,Phường,Trường Sơn,TS
12041,54,256,Xã,Quảng Minh,QM
12043,54,256,Phường,Quảng Thọ,QT
12045,54,256,Phường,Quảng Vinh,QV
12046,54,256,Xã,Quảng Đại,QĐ
12050,54,239,Xã,Lương Trung,LT
12051,54,239,Xã,Lũng Cao,LC
12052,54,239,Xã,Hạ Trung,HT
12056,54,239,Xã,Thiết Kế,TK
12058,54,241,Thị trấn,Phong Sơn,PS
12061,54,241,Xã,Cẩm Lương,CL
12064,54,241,Xã,Cẩm Giang,CG
12066,54,241,Xã,Cẩm Tú,CT
12067,54,241,Xã,Cẩm Châu,CC
12069,54,241,Xã,Cẩm Ngọc,CN
12070,54,241,Xã,Cẩm Long,CL
12071,54,241,Xã,Cẩm Yên,CY
12072,54,241,Xã,Cẩm Tân,CT
12073,54,241,Xã,Cẩm Phú,CP
12074,54,241,Xã,Cẩm Vân,CV
12079,54,264,Xã,Minh Tân,MT
12085,54,260,Xã,Thuận Minh,TM
12087,54,260,Xã,Trường Xuân,TX
12088,54,263,Thị trấn,Nưa,N
12089,54,259,Thị trấn,Thiệu Hóa,TH
12090,54,259,Xã,Minh Tâm,MT
12091,54,259,Xã,Tân Châu,TC
12093,54,242,Thị trấn,Rừng Thông,RT
12096,54,262,Phường,Hải Hòa,HH
12098,54,262,Xã,Thanh Thủy,TT
12099,54,262,Xã,Thanh Sơn,TS
12100,54,262,Phường,Hải Ninh,HN
12101,54,262,Xã,Anh Sơn,AS
12103,54,262,Phường,Hải An,HA
12104,54,262,Xã,Các Sơn,CS
12109,54,262,Phường,Ninh Hải,NH
12112,54,262,Phường,Bình Minh,BM
12114,54,262,Xã,Phú Lâm,PL
12115,54,262,Phường,Xuân Lâm,XL
12119,54,262,Xã,Tùng Lâm,TL
12121,54,262,Phường,Mai Lâm,ML
12124,54,262,Phường,Hải Thượng,HT
12125,54,262,Xã,Nghi Sơn,NS
12126,54,262,Xã,Hải Hà,HH
12128,39,284,Xã,Lưỡng Minh,LM
12131,39,279,Xã,Châu Hồng,CH
12134,39,279,Xã,Tam Hợp,TH
12136,39,279,Xã,Minh Hợp,MH
12138,39,279,Xã,Châu Lý,CL
12139,39,280,Xã,Quỳnh Diễn,QD
12148,39,272,Xã,Hưng Nghĩa,HN
12149,39,272,Xã,Long Xá,LX
12152,39,272,Xã,Hưng Thành,HT
12153,39,271,Phường,Quỳnh Dị,QD
12154,39,271,Phường,Quỳnh Xuân,QX
12155,39,271,Phường,Quỳnh Phương,QP
12156,39,271,Phường,Quỳnh Thiện,QT
12158,24,539,Xã,Đồng Môn,ĐM
12159,24,542,Xã,An Hòa Thịnh,AHT
12161,24,542,Xã,Quang Diệm,QD
12163,24,538,Xã,Quang Vĩnh,QV
12165,24,538,Xã,Bùi La Nhân,BLN
12167,24,538,Xã,Lâm Trung Thủy,LTT
12170,24,538,Xã,An Dũng,AD
12172,24,547,Xã,Quang Thọ,QT
12174,24,537,Xã,Khánh Vĩnh Yên,KVY
12176,24,537,Xã,Kim Song Trường,KST
12178,24,541,Xã,Hương Thủy,HT
12179,24,546,Xã,Đỉnh Bàn,ĐB
12180,24,546,Xã,Việt Tiến,VT
12182,24,546,Xã,Tân Lâm Hương,TLH
12184,24,536,Xã,Yên Hòa,YH
12185,24,536,Xã,Cẩm Vĩnh,CV
12186,24,536,Xã,Nam Phúc Thăng,NPT
12189,24,544,Xã,Bình An,BA
12195,24,734,Xã,Kỳ Hoa,KH
12196,24,734,Phường,Kỳ Phương,KP
12198,24,734,Xã,Kỳ Hà,KH
12200,24,734,Phường,Kỳ Liên,KL
12202,44,583,Phường,Hải Thành,HT
12205,44,583,Phường,Nam Lý,NL
12206,44,583,Phường,Đồng Hải,ĐH
12209,44,583,Phường,Bắc Nghĩa,BN
12212,44,583,Xã,Lộc Ninh,LN
12214,44,583,Xã,Nghĩa Ninh,NN
12216,44,583,Xã,Đức Ninh,ĐN
12217,44,587,Xã,Liên Trường,LT
